county,precinct,hd,sd,pres_harris,pres_trump,pres_dem2p,house_dem,house_rep,house_dem2p,delta,has_metric,dem_name,undervote,sen_dem,sen_rep,sen_dem2p,sen_delta,sen_dem_name,sen_undervote
Josephine,8,3,2,1101.0,1895.0,36.75,870.0,1895.0,31.46,-5.29,true,Seligman,7.7,1030,1853,35.73,-1.02,Thompson,3.8
Josephine,9,3,2,40.0,87.0,31.5,36.0,83.0,30.25,-1.25,true,Seligman,6.3,43,85,33.59,2.09,Thompson,-0.8
Josephine,10,3,2,80.0,131.0,37.91,69.0,126.0,35.38,-2.53,true,Seligman,7.6,78,128,37.86,-0.05,Thompson,2.4
Josephine,11,3,2,114.0,156.0,42.22,92.0,170.0,35.11,-7.11,true,Seligman,3.0,111,162,40.66,-1.56,Thompson,-1.1
Josephine,12,3,2,109.0,133.0,45.04,91.0,139.0,39.57,-5.47,true,Seligman,5.0,101,142,41.56,-3.48,Thompson,-0.4
Josephine,13,3,2,66.0,137.0,32.51,54.0,137.0,28.27,-4.24,true,Seligman,5.9,61,141,30.2,-2.31,Thompson,0.5
Josephine,14,3,2,28.0,61.0,31.46,31.0,60.0,34.07,2.61,true,Seligman,-2.2,31,62,33.33,1.87,Thompson,-4.5
Josephine,15,3,2,334.0,862.0,27.93,249.0,882.0,22.02,-5.91,true,Seligman,5.4,325,845,27.78,-0.15,Thompson,2.2
Josephine,16,3,2,80.0,238.0,25.16,67.0,241.0,21.75,-3.41,true,Seligman,3.1,72,242,22.93,-2.23,Thompson,1.3
Josephine,17,3,2,450.0,829.0,35.18,360.0,847.0,29.83,-5.35,true,Seligman,5.6,423,822,33.98,-1.2,Thompson,2.7
Josephine,18,3,2,444.0,954.0,31.76,340.0,977.0,25.82,-5.94,true,Seligman,5.8,426,945,31.07,-0.69,Thompson,1.9
Josephine,19,3,2,431.0,1128.0,27.65,362.0,1119.0,24.44,-3.21,true,Seligman,5.0,423,1084,28.07,0.42,Thompson,3.3
Josephine,20,4,2,78.0,139.0,35.94,74.0,145.0,33.79,-2.15,true,Chasm,-0.9,74,145,33.79,-2.15,Thompson,-0.9
Josephine,21,4,2,825.0,1734.0,32.24,764.0,1706.0,30.93,-1.31,true,Chasm,3.5,798,1694,32.02,-0.22,Thompson,2.6
Josephine,22,4,2,303.0,799.0,27.5,255.0,790.0,24.4,-3.1,true,Chasm,5.2,272,787,25.68,-1.82,Thompson,3.9
Josephine,23,4,2,93.0,220.0,29.71,80.0,218.0,26.85,-2.86,true,Chasm,4.8,84,223,27.36,-2.35,Thompson,1.9
Josephine,24,3,2,165.0,383.0,30.11,124.0,388.0,24.22,-5.89,true,Seligman,6.6,156,375,29.38,-0.73,Thompson,3.1
Josephine,25,4,2,313.0,675.0,31.68,278.0,662.0,29.57,-2.11,true,Chasm,4.9,300,656,31.38,-0.3,Thompson,3.2
Josephine,26,3,2,179.0,349.0,33.9,158.0,358.0,30.62,-3.28,true,Seligman,2.3,180,353,33.77,-0.13,Thompson,-0.9
Josephine,27,4,2,132.0,314.0,29.6,131.0,297.0,30.61,1.01,true,Chasm,4.0,137,291,32.01,2.41,Thompson,4.0
Josephine,28,3,2,140.0,309.0,31.18,116.0,303.0,27.68,-3.5,true,Seligman,6.7,149,295,33.56,2.38,Thompson,1.1
Josephine,29,3,2,9.0,36.0,20.0,6.0,33.0,15.38,-4.62,false,Seligman,13.3,11,32,25.58,5.58,Thompson,4.4
Josephine,30,3,2,364.0,598.0,37.84,283.0,610.0,31.69,-6.15,true,Seligman,7.2,347,603,36.53,-1.31,Thompson,1.2
Josephine,31,3,2,1083.0,1337.0,44.75,888.0,1328.0,40.07,-4.68,true,Seligman,8.4,1082,1328,44.9,0.15,Thompson,0.4
Josephine,32,4,2,67.0,138.0,32.68,63.0,138.0,31.34,-1.34,true,Chasm,2.0,63,138,31.34,-1.34,Thompson,2.0
Josephine,33,3,2,192.0,426.0,31.07,167.0,429.0,28.02,-3.05,true,Seligman,3.6,184,418,30.56,-0.51,Thompson,2.6
Josephine,34,3,2,145.0,182.0,44.34,106.0,184.0,36.55,-7.79,true,Seligman,11.3,142,182,43.83,-0.51,Thompson,0.9
Josephine,35,4,2,216.0,541.0,28.53,202.0,529.0,27.63,-0.9,true,Chasm,3.4,202,528,27.67,-0.86,Thompson,3.6
Josephine,36,3,2,477.0,1177.0,28.84,366.0,1166.0,23.89,-4.95,true,Seligman,7.4,469,1146,29.04,0.2,Thompson,2.4
Josephine,37,3,2,365.0,707.0,34.05,294.0,733.0,28.63,-5.42,true,Seligman,4.2,347,742,31.86,-2.19,Thompson,-1.6
Josephine,38,3,2,751.0,1655.0,31.21,607.0,1644.0,26.97,-4.24,true,Seligman,6.4,734,1617,31.22,0.01,Thompson,2.3
Josephine,39,4,2,388.0,854.0,31.24,354.0,850.0,29.4,-1.84,true,Chasm,3.1,368,843,30.39,-0.85,Thompson,2.5
Josephine,40,3,2,330.0,340.0,49.25,289.0,332.0,46.54,-2.71,true,Seligman,7.3,337,327,50.75,1.5,Thompson,0.9
Josephine,41,4,2,26.0,76.0,25.49,24.0,72.0,25.0,-0.49,true,Chasm,5.9,28,68,29.17,3.68,Thompson,5.9
Josephine,42,4,2,425.0,1145.0,27.07,395.0,1131.0,25.88,-1.19,true,Chasm,2.8,419,1112,27.37,0.3,Thompson,2.5
Josephine,43,4,2,331.0,822.0,28.71,307.0,807.0,27.56,-1.15,true,Chasm,3.4,328,790,29.34,0.63,Thompson,3.0
Josephine,44,3,2,63.0,102.0,38.18,50.0,101.0,33.11,-5.07,true,Seligman,8.5,63,99,38.89,0.71,Thompson,1.8
Josephine,45,4,2,32.0,90.0,26.23,29.0,93.0,23.77,-2.46,true,Chasm,0.0,34,91,27.2,0.97,Thompson,-2.5
Josephine,46,3,2,102.0,164.0,38.35,92.0,161.0,36.36,-1.99,true,Seligman,4.9,92,165,35.8,-2.55,Thompson,3.4
Josephine,47,3,2,50.0,83.0,37.59,43.0,90.0,32.33,-5.26,true,Seligman,0.0,46,86,34.85,-2.74,Thompson,0.8
Klamath,1,55,28,529.0,1601.0,24.84,476.0,1616.0,22.75,-2.09,true,Williamson,1.8,494,1598,23.61,-1.23,Gutridge,1.8
Klamath,2,55,28,34.0,74.0,31.48,33.0,78.0,29.73,-1.75,true,Williamson,-2.8,35,76,31.53,0.05,Gutridge,-2.8
Klamath,3,55,28,78.0,137.0,36.28,69.0,138.0,33.33,-2.95,true,Williamson,3.7,71,136,34.3,-1.98,Gutridge,3.7
Klamath,4,55,28,268.0,818.0,24.68,249.0,810.0,23.51,-1.17,true,Williamson,2.5,256,803,24.17,-0.51,Gutridge,2.5
Klamath,5,55,28,111.0,90.0,55.22,109.0,92.0,54.23,-0.99,true,Williamson,0.0,110,91,54.73,-0.49,Gutridge,0.0
Klamath,6,55,28,95.0,370.0,20.43,102.0,358.0,22.17,1.74,true,Williamson,1.1,94,366,20.43,0.0,Gutridge,1.1
Klamath,7,56,28,756.0,2128.0,26.21,0.0,0.0,,,false,,,671,2147,23.81,-2.4,Gutridge,2.3
Klamath,8,55,28,126.0,415.0,23.29,107.0,426.0,20.08,-3.21,true,Williamson,1.5,114,419,21.39,-1.9,Gutridge,1.5
Klamath,9,55,28,102.0,515.0,16.53,94.0,508.0,15.61,-0.92,true,Williamson,2.4,99,503,16.45,-0.08,Gutridge,2.4
Klamath,10,56,28,371.0,490.0,43.09,0.0,0.0,,,false,,,326,512,38.9,-4.19,Gutridge,2.7
Klamath,11,56,28,236.0,792.0,22.96,0.0,0.0,,,false,,,223,780,22.23,-0.73,Gutridge,2.4
Klamath,12,55,28,144.0,657.0,17.98,114.0,682.0,14.32,-3.66,true,Williamson,0.6,132,664,16.58,-1.4,Gutridge,0.6
Klamath,13,55,28,266.0,1833.0,12.67,235.0,1845.0,11.3,-1.37,true,Williamson,0.9,270,1810,12.98,0.31,Gutridge,0.9
Klamath,14,55,28,32.0,138.0,18.82,29.0,132.0,18.01,-0.81,true,Williamson,5.3,30,131,18.63,-0.19,Gutridge,5.3
Klamath,15,55,28,114.0,858.0,11.73,84.0,855.0,8.95,-2.78,true,Williamson,3.4,97,842,10.33,-1.4,Gutridge,3.4
Klamath,16,55,28,50.0,154.0,24.51,47.0,161.0,22.6,-1.91,true,Williamson,-2.0,51,157,24.52,0.01,Gutridge,-2.0
Klamath,17,55,28,75.0,232.0,24.43,64.0,235.0,21.4,-3.03,true,Williamson,2.6,75,224,25.08,0.65,Gutridge,2.6
Klamath,18,56,28,253.0,840.0,23.15,0.0,0.0,,,false,,,238,825,22.39,-0.76,Gutridge,2.7
Klamath,19,55,28,27.0,56.0,32.53,24.0,56.0,30.0,-2.53,true,Williamson,3.6,24,56,30.0,-2.53,Gutridge,3.6
Klamath,20,55,28,210.0,593.0,26.15,188.0,578.0,24.54,-1.61,true,Williamson,4.6,197,569,25.72,-0.43,Gutridge,4.6
Klamath,21,55,28,546.0,1316.0,29.32,508.0,1317.0,27.84,-1.48,true,Williamson,2.0,539,1286,29.53,0.21,Gutridge,2.0
Klamath,22,56,28,36.0,157.0,18.65,0.0,0.0,,,false,,,38,152,20.0,1.35,Gutridge,1.6
Klamath,23,55,28,530.0,1520.0,25.85,485.0,1507.0,24.35,-1.5,true,Williamson,2.8,513,1479,25.75,-0.1,Gutridge,2.8
Klamath,24,55,28,148.0,373.0,28.41,131.0,362.0,26.57,-1.84,true,Williamson,5.4,134,359,27.18,-1.23,Gutridge,5.4
Klamath,25,55,28,279.0,662.0,29.65,253.0,677.0,27.2,-2.45,true,Williamson,1.2,267,663,28.71,-0.94,Gutridge,1.2
Klamath,26,55,28,296.0,1024.0,22.42,263.0,1018.0,20.53,-1.89,true,Williamson,3.0,286,995,22.33,-0.09,Gutridge,3.0
Klamath,27,55,28,444.0,1092.0,28.91,390.0,1085.0,26.44,-2.47,true,Williamson,4.0,398,1077,26.98,-1.93,Gutridge,4.0
Klamath,28,55,28,47.0,203.0,18.8,40.0,207.0,16.19,-2.61,true,Williamson,1.2,50,197,20.24,1.44,Gutridge,1.2
Klamath,29,56,28,284.0,796.0,26.3,0.0,0.0,,,false,,,272,771,26.08,-0.22,Gutridge,3.4
Klamath,30,56,28,300.0,533.0,36.01,0.0,0.0,,,false,,,289,537,34.99,-1.02,Gutridge,0.8
Klamath,31,56,28,444.0,508.0,46.64,0.0,0.0,,,false,,,431,516,45.51,-1.13,Gutridge,0.5
Klamath,32,56,28,170.0,277.0,38.03,0.0,0.0,,,false,,,151,282,34.87,-3.16,Gutridge,3.1
Klamath,33,56,28,61.0,67.0,47.66,0.0,0.0,,,false,,,57,63,47.5,-0.16,Gutridge,6.2
Klamath,34,56,28,212.0,330.0,39.11,0.0,0.0,,,false,,,200,338,37.17,-1.94,Gutridge,0.7
Klamath,35,56,28,121.0,160.0,43.06,0.0,0.0,,,false,,,106,162,39.55,-3.51,Gutridge,4.6
Klamath,36,56,28,276.0,346.0,44.37,0.0,0.0,,,false,,,277,349,44.25,-0.12,Gutridge,-0.6
Klamath,37,56,28,464.0,469.0,49.73,0.0,0.0,,,false,,,444,454,49.44,-0.29,Gutridge,3.8
Klamath,38,56,28,193.0,264.0,42.23,0.0,0.0,,,false,,,188,242,43.72,1.49,Gutridge,5.9
Klamath,39,56,28,44.0,69.0,38.94,0.0,0.0,,,false,,,44,67,39.64,0.7,Gutridge,1.8
Klamath,40,56,28,259.0,313.0,45.28,0.0,0.0,,,false,,,250,291,46.21,0.93,Gutridge,5.4
Klamath,41,56,28,354.0,615.0,36.53,0.0,0.0,,,false,,,314,613,33.87,-2.66,Gutridge,4.3
Klamath,42,56,28,121.0,311.0,28.01,0.0,0.0,,,false,,,113,300,27.36,-0.65,Gutridge,4.4
Klamath,43,56,28,243.0,245.0,49.8,0.0,0.0,,,false,,,234,238,49.58,-0.22,Gutridge,3.3
Klamath,29A,56,28,53.0,139.0,27.6,0.0,0.0,,,false,,,45,142,24.06,-3.54,Gutridge,2.6
Klamath,41A,56,28,54.0,95.0,36.24,0.0,0.0,,,false,,,54,89,37.76,1.52,Gutridge,4.0
Lake,1,60,30,28.0,109.0,20.44,0.0,102.0,,,false,,,0,105,,,,
Lake,2,60,30,26.0,61.0,29.89,0.0,69.0,,,false,,,0,62,,,,
Lake,3,60,30,33.0,156.0,17.46,,,,,false,,,,,,,,
Lake,4,60,30,25.0,247.0,9.19,0.0,205.0,,,false,,,0,220,,,,
Lake,5,60,30,5.0,56.0,8.2,0.0,48.0,,,false,,,0,48,,,,
Lake,6,60,30,3.0,62.0,4.62,0.0,60.0,,,false,,,0,59,,,,
Lake,7,60,30,35.0,169.0,17.16,,,,,false,,,,,,,,
Lake,8,60,30,54.0,168.0,24.32,0.0,167.0,,,false,,,0,164,,,,
Lake,9,60,30,55.0,162.0,25.35,0.0,166.0,,,false,,,0,175,,,,
Lake,10,60,30,20.0,215.0,8.51,0.0,178.0,,,false,,,0,182,,,,
Lake,11,60,30,37.0,216.0,14.62,,,,,false,,,,,,,,
Lake,12,60,30,65.0,461.0,12.36,0.0,406.0,,,false,,,0,422,,,,
Lake,13,60,30,157.0,711.0,18.09,0.0,685.0,,,false,,,0,695,,,,
Lake,14,60,30,20.0,124.0,13.89,,,,,false,,,,,,,,
Lake,15,60,30,25.0,92.0,21.37,0.0,97.0,,,false,,,0,95,,,,
Lake,16,60,30,14.0,60.0,18.92,,,,,false,,,,,,,,
Lake,18,60,30,2.0,35.0,5.41,,,,,false,,,,,,,,
Lake,20,60,30,29.0,153.0,15.93,,,,,false,,,,,,,,
Lake,21,60,30,48.0,164.0,22.64,0.0,176.0,,,false,,,0,177,,,,
Lane,701,10,5,777,733,51.46,,,,,false,,,717,788,47.64,-3.82,Beaudreau,0.3
Lane,703,10,5,148,111,57.14,,,,,false,,,143,117,55.0,-2.14,Beaudreau,-0.4
Lane,705,9,5,1138,974,53.88,913,1149,44.28,-9.6,true,Mrkvicka,2.4,1033,1064,49.26,-4.62,Beaudreau,0.7
Lane,707,9,5,281,390,41.88,223,439,33.69,-8.19,true,Mrkvicka,1.3,261,410,38.9,-2.98,Beaudreau,0.0
Lane,709,9,5,722,877,45.15,548,972,36.05,-9.1,true,Mrkvicka,4.9,605,955,38.78,-6.37,Beaudreau,2.4
Lane,711,9,5,1704,2049,45.4,1422,2162,39.68,-5.72,true,Mrkvicka,4.5,1544,2130,42.03,-3.37,Beaudreau,2.1
Lane,713,10,5,389,739,34.49,,,,,false,,,324,784,29.24,-5.25,Beaudreau,1.8
Lane,715,12,,625,1057,37.16,539,1105,32.79,-4.37,true,Emmons,2.3,,,,,,
Lane,717,14,,1130,1670,40.36,,,,,false,,,,,,,,
Lane,719,14,,210,224,48.39,,,,,false,,,,,,,,
Lane,721,14,,357,302,54.17,,,,,false,,,,,,,,
Lane,723,8,,1815,812,69.09,,,,,false,,,,,,,,
Lane,725,8,,717,1138,38.65,,,,,false,,,,,,,,
Lane,727,14,,661,970,40.53,,,,,false,,,,,,,,
Lane,729,13,,318,202,61.15,302,201,60.04,-1.11,true,Nathanson,3.3,,,,,,
Lane,731,13,,2926,1797,61.95,2789,1819,60.53,-1.42,true,Nathanson,2.4,,,,,,
Lane,733,13,,4077,1759,69.86,3951,1761,69.17,-0.69,true,Nathanson,2.1,,,,,,
Lane,737,7,,1743,1579,52.47,1699,1616,51.25,-1.22,true,Lively,0.2,,,,,,
Lane,739,7,,1005,860,53.89,998,844,54.18,0.29,true,Lively,1.2,,,,,,
Lane,741,13,,537,283,65.49,504,283,64.04,-1.45,true,Nathanson,4.0,,,,,,
Lane,743,12,,383,293,56.66,295,276,51.66,-5.0,true,Emmons,15.5,,,,,,
Lane,747,12,,1877,2952,38.87,1685,3049,35.59,-3.28,true,Emmons,2.0,,,,,,
Lane,751,12,,1873,2485,42.98,1608,2707,37.27,-5.71,true,Emmons,1.0,,,,,,
Lane,753,12,,496,868,36.36,413,935,30.64,-5.72,true,Emmons,1.2,,,,,,
Lane,755,12,,1173,1815,39.26,1043,1903,35.4,-3.86,true,Emmons,1.4,,,,,,
Lane,757,12,,1124,1431,43.99,991,1531,39.29,-4.7,true,Emmons,1.3,,,,,,
Lane,759,12,,1234,1328,48.17,1108,1497,42.53,-5.64,true,Emmons,-1.7,,,,,,
Lane,765,12,,1034,1378,42.87,950,1432,39.88,-2.99,true,Emmons,1.2,,,,,,
Lane,1120,14,,1577,325,82.91,,,,,false,,,,,,,,
Lane,1122,8,,3478,436,88.86,,,,,false,,,,,,,,
Lane,1124,14,,1010,171,85.52,,,,,false,,,,,,,,
Lane,1126,8,,4134,363,91.93,,,,,false,,,,,,,,
Lane,1230,8,,4670,480,90.68,,,,,false,,,,,,,,
Lane,1232,8,,4840,645,88.24,,,,,false,,,,,,,,
Lane,1234,12,,2803,414,87.13,2615,522,83.36,-3.77,true,Emmons,2.5,,,,,,
Lane,1340,8,,4626,444,91.24,,,,,false,,,,,,,,
Lane,1342,8,,981,193,83.56,,,,,false,,,,,,,,
Lane,1450,13,,3975,1686,70.22,3740,1745,68.19,-2.03,true,Nathanson,3.1,,,,,,
Lane,1452,13,,3045,1199,71.75,2916,1247,70.05,-1.7,true,Nathanson,1.9,,,,,,
Lane,1454,8,,1364,359,79.16,,,,,false,,,,,,,,
Lane,1560,13,,1209,750,61.72,1103,690,61.52,-0.2,true,Nathanson,8.5,,,,,,
Lane,1562,13,,3773,1930,66.16,3600,1977,64.55,-1.61,true,Nathanson,2.2,,,,,,
Lane,1564,13,,4639,1622,74.09,4443,1670,72.68,-1.41,true,Nathanson,2.4,,,,,,
Lane,1670,14,,3630,2630,57.99,,,,,false,,,,,,,,
Lane,1672,14,,2844,1790,61.37,,,,,false,,,,,,,,
Lane,1780,14,,1057,435,70.84,,,,,false,,,,,,,,
Lane,1782,8,,1546,217,87.69,,,,,false,,,,,,,,
Lane,1784,13,,2692,1235,68.55,2470,1188,67.52,-1.03,true,Nathanson,6.9,,,,,,
Lane,1786,13,,1398,1037,57.41,1325,1049,55.81,-1.6,true,Nathanson,2.5,,,,,,
Lane,1890,14,,1683,1162,59.16,,,,,false,,,,,,,,
Lane,1892,14,,3768,1101,77.39,,,,,false,,,,,,,,
Lane,1894,14,,2827,826,77.39,,,,,false,,,,,,,,
Lane,2122,7,,2456,1670,59.52,2426,1642,59.64,0.12,true,Lively,1.4,,,,,,
Lane,2238,7,,3098,1303,70.39,3089,1296,70.44,0.05,true,Lively,0.4,,,,,,
Lane,2340,7,,2967,1989,59.87,2932,2002,59.42,-0.45,true,Lively,0.4,,,,,,
Lane,2456,7,,2387,2027,54.08,2365,1954,54.76,0.68,true,Lively,2.2,,,,,,
Lane,2562,7,,2758,2510,52.35,2704,2466,52.3,-0.05,true,Lively,1.9,,,,,,
Lane,2676,7,,2780,3011,48.01,2655,3068,46.39,-1.62,true,Lively,1.2,,,,,,
Lane,4200,12,,495,420,54.1,429,464,48.04,-6.06,true,Emmons,2.4,,,,,,
Lane,4300,12,,2352,2665,46.88,2117,2756,43.44,-3.44,true,Emmons,2.9,,,,,,
Lane,4400,12,,1237,1692,42.23,1081,1785,37.72,-4.51,true,Emmons,2.2,,,,,,
Lane,4500,9,5,522,552,48.6,394,664,37.24,-11.36,true,Mrkvicka,1.5,467,616,43.12,-5.48,Beaudreau,-0.8
Lane,4600,9,5,3284,2493,56.85,2619,3021,46.44,-10.41,true,Mrkvicka,2.4,3000,2758,52.1,-4.75,Beaudreau,0.3
Lane,4700,12,,1502,2234,40.2,1320,2321,36.25,-3.95,true,Emmons,2.5,,,,,,
Lane,4800,12,,657,833,44.09,638,833,43.37,-0.72,true,Emmons,1.3,,,,,,
Lane,4900,14,,1237,1451,46.02,,,,,false,,,,,,,,
Lincoln,01,10,5,863.0,536.0,61.69,,,,,false,,,727.0,643.0,53.07,-8.62,Beaudreau,2.1
Lincoln,02,10,5,288.0,289.0,49.91,,,,,false,,,244.0,312.0,43.88,-6.03,Beaudreau,3.6
Lincoln,03,10,5,489.0,295.0,62.37,,,,,false,,,456.0,347.0,56.79,-5.58,Beaudreau,-2.4
Lincoln,04,10,5,204.0,266.0,43.4,,,,,false,,,187.0,276.0,40.39,-3.01,Beaudreau,1.5
Lincoln,05,10,5,875.0,185.0,82.55,,,,,false,,,807.0,250.0,76.35,-6.2,Beaudreau,0.3
Lincoln,06,10,5,776.0,411.0,65.37,,,,,false,,,704.0,468.0,60.07,-5.3,Beaudreau,1.3
Lincoln,07,10,5,697.0,426.0,62.07,,,,,false,,,623.0,485.0,56.23,-5.84,Beaudreau,1.3
Lincoln,08,10,5,610.0,376.0,61.87,,,,,false,,,547.0,427.0,56.16,-5.71,Beaudreau,1.2
Lincoln,09,10,5,545.0,216.0,71.62,,,,,false,,,508.0,255.0,66.58,-5.04,Beaudreau,-0.3
Lincoln,10,10,5,399.0,168.0,70.37,,,,,false,,,344.0,226.0,60.35,-10.02,Beaudreau,-0.5
Lincoln,11,10,5,474.0,237.0,66.67,,,,,false,,,440.0,281.0,61.03,-5.64,Beaudreau,-1.4
Lincoln,12,10,5,672.0,441.0,60.38,,,,,false,,,572.0,535.0,51.67,-8.71,Beaudreau,0.5
Lincoln,13,10,5,677.0,402.0,62.74,,,,,false,,,582.0,505.0,53.54,-9.2,Beaudreau,-0.7
Lincoln,14,10,5,703.0,399.0,63.79,,,,,false,,,630.0,464.0,57.59,-6.2,Beaudreau,0.7
Lincoln,15,10,5,248.0,118.0,67.76,,,,,false,,,214.0,143.0,59.94,-7.82,Beaudreau,2.5
Lincoln,16,10,5,696.0,377.0,64.86,,,,,false,,,604.0,446.0,57.52,-7.34,Beaudreau,2.1
Lincoln,17,10,5,697.0,384.0,64.48,,,,,false,,,591.0,474.0,55.49,-8.99,Beaudreau,1.5
Lincoln,18,10,5,691.0,349.0,66.44,,,,,false,,,596.0,440.0,57.53,-8.91,Beaudreau,0.4
Lincoln,19,10,5,758.0,592.0,56.15,,,,,false,,,653.0,693.0,48.51,-7.64,Beaudreau,0.3
Lincoln,20,10,5,1028.0,567.0,64.45,,,,,false,,,894.0,687.0,56.55,-7.9,Beaudreau,0.9
Lincoln,21,10,5,833.0,458.0,64.52,,,,,false,,,715.0,583.0,55.08,-9.44,Beaudreau,-0.5
Lincoln,22,10,5,1010.0,641.0,61.18,,,,,false,,,864.0,760.0,53.2,-7.98,Beaudreau,1.6
Lincoln,23,10,5,428.0,475.0,47.4,,,,,false,,,398.0,512.0,43.74,-3.66,Beaudreau,-0.8
Lincoln,24,10,5,290.0,372.0,43.81,,,,,false,,,260.0,381.0,40.56,-3.25,Beaudreau,3.2
Lincoln,25,10,5,24.0,62.0,27.91,,,,,false,,,25.0,63.0,28.41,0.5,Beaudreau,-2.3
Lincoln,26,10,5,21.0,58.0,26.58,,,,,false,,,13.0,64.0,16.88,-9.7,Beaudreau,2.5
Lincoln,27,10,5,279.0,442.0,38.7,,,,,false,,,250.0,465.0,34.97,-3.73,Beaudreau,0.8
Lincoln,28,10,5,142.0,220.0,39.23,,,,,false,,,120.0,221.0,35.19,-4.04,Beaudreau,5.8
Lincoln,29,10,5,617.0,612.0,50.2,,,,,false,,,525.0,690.0,43.21,-6.99,Beaudreau,1.1
Lincoln,30,10,5,129.0,106.0,54.89,,,,,false,,,117.0,112.0,51.09,-3.8,Beaudreau,2.6
Lincoln,31,10,5,510.0,627.0,44.85,,,,,false,,,443.0,681.0,39.41,-5.44,Beaudreau,1.1
Lincoln,32,10,5,439.0,538.0,44.93,,,,,false,,,393.0,576.0,40.56,-4.37,Beaudreau,0.8
Linn,001,15,,1057.0,589.0,64.22,930.0,714.0,56.57,-7.65,true,Virnig,0.1,,,,,,
Linn,002,15,,0.0,1.0,0.0,0.0,1.0,,,false,Virnig,,,,,,,
Linn,003,11,,334.0,1040.0,24.31,,,,,false,,,,,,,,
Linn,004,11,,135.0,338.0,28.54,,,,,false,,,,,,,,
Linn,005,15,,1033.0,847.0,54.95,919.0,929.0,49.73,-5.22,true,Virnig,1.7,,,,,,
Linn,006,11,,304.0,641.0,32.17,,,,,false,,,,,,,,
Linn,007,11,,11.0,60.0,15.49,,,,,false,,,,,,,,
Linn,008,15,,360.0,433.0,45.4,289.0,476.0,37.78,-7.62,true,Virnig,3.5,,,,,,
Linn,009,15,,510.0,595.0,46.15,465.0,600.0,43.66,-2.49,true,Virnig,3.6,,,,,,
Linn,010,15,,830.0,768.0,51.94,705.0,857.0,45.13,-6.81,true,Virnig,2.3,,,,,,
Linn,011,15,,1309.0,1255.0,51.05,1095.0,1392.0,44.03,-7.02,true,Virnig,3.0,,,,,,
Linn,012,15,,388.0,388.0,50.0,343.0,426.0,44.6,-5.4,true,Virnig,0.9,,,,,,
Linn,013,15,,578.0,773.0,42.78,526.0,793.0,39.88,-2.9,true,Virnig,2.4,,,,,,
Linn,014,15,,808.0,751.0,51.83,723.0,778.0,48.17,-3.66,true,Virnig,3.7,,,,,,
Linn,015,15,,246.0,603.0,28.98,180.0,661.0,21.4,-7.58,true,Virnig,0.9,,,,,,
Linn,016,15,,874.0,743.0,54.05,754.0,842.0,47.24,-6.81,true,Virnig,1.3,,,,,,
Linn,017,11,,8.0,17.0,32.0,,,,,false,,,,,,,,
Linn,018,15,,1099.0,1053.0,51.07,918.0,1211.0,43.12,-7.95,true,Virnig,1.1,,,,,,
Linn,019,15,,361.0,417.0,46.4,289.0,483.0,37.44,-8.96,true,Virnig,0.8,,,,,,
Linn,020,11,,160.0,492.0,24.54,,,,,false,,,,,,,,
Linn,021,11,,74.0,235.0,23.95,,,,,false,,,,,,,,
Linn,022,11,,29.0,105.0,21.64,,,,,false,,,,,,,,
Linn,023,11,,205.0,604.0,25.34,,,,,false,,,,,,,,
Linn,024,12,,14.0,35.0,28.57,11.0,34.0,,,false,Emmons,,,,,,,
Linn,025,11,,284.0,729.0,28.04,,,,,false,,,,,,,,
Linn,026,11,,69.0,168.0,29.11,,,,,false,,,,,,,,
Linn,027,11,,132.0,347.0,27.56,,,,,false,,,,,,,,
Linn,028,11,,33.0,184.0,15.21,,,,,false,,,,,,,,
Linn,029,11,,571.0,1285.0,30.77,,,,,false,,,,,,,,
Linn,030,11,,32.0,151.0,17.49,,,,,false,,,,,,,,
Linn,031,11,,249.0,820.0,23.29,,,,,false,,,,,,,,
Linn,032,11,,140.0,496.0,22.01,,,,,false,,,,,,,,
Linn,033,17,9,15.0,27.0,35.71,13.0,24.0,,,false,Beem,,12.0,25.0,32.43,-3.28,Ashland,11.9
Linn,034,15,,88.0,227.0,27.94,68.0,234.0,22.52,-5.42,true,Virnig,4.1,,,,,,
Linn,035,11,,343.0,1037.0,24.86,,,,,false,,,,,,,,
Linn,036,11,,517.0,829.0,38.41,,,,,false,,,,,,,,
Linn,037,11,,406.0,620.0,39.57,,,,,false,,,,,,,,
Linn,038,11,,366.0,588.0,38.36,,,,,false,,,,,,,,
Linn,039,11,,308.0,318.0,49.2,,,,,false,,,,,,,,
Linn,040,11,,12.0,43.0,21.82,,,,,false,,,,,,,,
Linn,041,11,,246.0,311.0,44.17,,,,,false,,,,,,,,
Linn,042,17,9,163.0,538.0,23.25,125.0,541.0,18.77,-4.48,true,Beem,5.0,131.0,549.0,19.26,-3.99,Ashland,3.0
Linn,043,17,9,256.0,535.0,32.36,201.0,555.0,26.59,-5.77,true,Beem,4.4,216.0,543.0,28.46,-3.9,Ashland,4.0
Linn,044,15,,53.0,58.0,47.75,48.0,69.0,41.03,-6.72,true,Virnig,-5.4,,,,,,
Linn,045,11,,227.0,655.0,25.74,,,,,false,,,,,,,,
Linn,046,11,,276.0,796.0,25.75,,,,,false,,,,,,,,
Linn,047,11,,111.0,128.0,46.44,,,,,false,,,,,,,,
Linn,048,15,,1091.0,1064.0,50.63,926.0,1184.0,43.89,-6.74,true,Virnig,2.1,,,,,,
